"Type","From","To","Anchor Text","Alt Text","Follow","Target","Rel","Status Code","Status","Path Type","Link Path","Link Position","Link Origin","Size","Transferred"
"JavaScript","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/assets/stores/js/linkedstore-v2-86f7bef17ed1b9a4e2456f7e6f0dc5ea30.js?v=19069155","","","True","","","200","OK","Protocol-Relative","//head/script[5]","Head","HTML","0","0"
"JavaScript","https://lolaaviamentos.com.br/","https://www.googletagmanager.com/gtag/js?id=G-9RVMLZYFWC&l=dataLayerTN","","","True","","","200","OK","Absolute","//head/script[9]","Head","HTML","0","0"
"JavaScript","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js","","","True","","","200","OK","Root-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[1]/div/div/script[1]","Content","HTML","0","0"
"JavaScript","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js","","","True","","","200","OK","Root-Relative","//body/script[3]","Content","HTML","0","0"
"JavaScript","https://lolaaviamentos.com.br/","https://static.cloudflareinsights.com/beacon.min.js/v4513226cdae34746b4dedf0b4dfa099e1781791509496","","","True","","","200","OK","Absolute","//body/script[5]","Content","HTML","0","0"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/stores/001/720/481/themes/common/logo-2381817-1754682754-c325014e3710438c242fa3453bf903381754682754-480-0.webp","","Lola Aviamentos - Entretelas para confecções e insumos para Bonés","True","","","200","OK","Protocol-Relative","//body/header/div/div[1]/div[2]/div/a/img","Header","HTML","4640","4640"
"Image","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","","","True","","","200","OK","Path-Relative","//body/header/div/div[1]/div[4]/div[2]/div/div/div[3]/div[1]/img","Header","HTML","1103785","135671"
"Image","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","","","True","","","200","OK","Path-Relative","//body/header/div/div[@class='d-md-none']/div/div/div[3]/div[1]/img","Header","HTML","1103785","135671"
"Image","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","","","True","","","200","OK","Path-Relative","//body/div[@id='related-products-notification']/div[@class='modal-body']/div[1]/div[1]/div/div[1]/img","Content","HTML","1103785","135671"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/stores/001/720/481/themes/amazonas/2-slide-1783708202460-7727552480-7e1ac3f18b8200661a9e9f300e7535461783708203-50-0.webp?7205137863153193245","","Carrossel 1","True","","","200","OK","Protocol-Relative","//body/div[@class='js-home-sections-container']/section[1]/div[1]/div/div/div/div/div/div[@class='swiper-wrapper']/div[1]/a/div/img","Content","HTML","3960","3960"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/stores/001/720/481/themes/amazonas/2-slide-1783708202460-4537597006-1656e4f1a743be767368c13e7c6be9651783708204-50-0.webp?7205137863153193245","","Carrossel 2","True","","","200","OK","Protocol-Relative","//body/div[@class='js-home-sections-container']/section[1]/div[1]/div/div/div/div/div/div[@class='swiper-wrapper']/div[2]/a/div/img","Content","HTML","3926","3926"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/stores/001/720/481/themes/amazonas/2-slide-1783708202461-6248533355-a402b9427e51d5f4f62ad8fbfe1bee5b1783708204-50-0.webp?7205137863153193245","","Carrossel 3","True","","","200","OK","Protocol-Relative","//body/div[@class='js-home-sections-container']/section[1]/div[1]/div/div/div/div/div/div[@class='swiper-wrapper']/div[3]/a/div/img","Content","HTML","3886","3886"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/stores/001/720/481/themes/amazonas/2-slide-1783708202461-7931737028-6f05b2009d070575059bb356f5e2774a1783708205-50-0.webp?7205137863153193245","","Carrossel 4","True","","","200","OK","Protocol-Relative","//body/div[@class='js-home-sections-container']/section[1]/div[1]/div/div/div/div/div/div[@class='swiper-wrapper']/div[4]/a/div/img","Content","HTML","3836","3836"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/stores/001/720/481/themes/amazonas/2-slide-1783708202461-2055788799-7f29420d1d751bf6d8b87e8f4a294b941783708205-50-0.webp?7205137863153193245","","Carrossel 5","True","","","200","OK","Protocol-Relative","//body/div[@class='js-home-sections-container']/section[1]/div[1]/div/div/div/div/div/div[@class='swiper-wrapper']/div[5]/a/div/img","Content","HTML","3912","3912"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/stores/001/720/481/themes/amazonas/1-slide-1783709329598-6411602591-e4ac87b3c23816facb9dbd22e09246bc1783709330-480-0.jpg?7205137863153193245","","Carrossel 1","True","","","200","OK","Protocol-Relative","//body/div[@class='js-home-sections-container']/section[1]/div[2]/div/div/div/div/div[@class='swiper-wrapper']/div[1]/a/div/img","Content","HTML","261435","261435"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/stores/001/720/481/themes/amazonas/1-slide-1783709329598-6270161573-a40af346234cf173b859cb31abc311871783709331-50-0.jpg?7205137863153193245","","Carrossel 2","True","","","200","OK","Protocol-Relative","//body/div[@class='js-home-sections-container']/section[1]/div[2]/div/div/div/div/div[@class='swiper-wrapper']/div[2]/a/div/img","Content","HTML","9748","9748"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/stores/001/720/481/themes/amazonas/1-slide-1783709329598-6573094681-7010c5c1da82c996fb2feb1904f8d48a1783709331-50-0.jpg?7205137863153193245","","Carrossel 3","True","","","200","OK","Protocol-Relative","//body/div[@class='js-home-sections-container']/section[1]/div[2]/div/div/div/div/div[@class='swiper-wrapper']/div[3]/a/div/img","Content","HTML","10248","10248"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/stores/001/720/481/themes/amazonas/1-slide-1783709329598-2992253561-d708e498b380efcebf75c99487ebad7b1783709332-50-0.jpg?7205137863153193245","","Carrossel 4","True","","","200","OK","Protocol-Relative","//body/div[@class='js-home-sections-container']/section[1]/div[2]/div/div/div/div/div[@class='swiper-wrapper']/div[4]/a/div/img","Content","HTML","10389","10389"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/stores/001/720/481/themes/amazonas/1-slide-1783709329598-6950546711-1ce81a992ac35150d59d34fdc603cc101783709332-50-0.jpg?7205137863153193245","","Carrossel 5","True","","","200","OK","Protocol-Relative","//body/div[@class='js-home-sections-container']/section[1]/div[2]/div/div/div/div/div[@class='swiper-wrapper']/div[5]/a/div/img","Content","HTML","10133","10133"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/stores/001/720/481/themes/amazonas/2-img-696429953-1755630158-98e6ef0cb853e9dd834af002b9c1c1681755630158-50-0.webp?7205137863153193245","","Entretelas para Bordado","True","","","200","OK","Protocol-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-banners-home'][1]/div/div/div[1]/div/a/div/img","Content","HTML","4672","4672"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/stores/001/720/481/themes/amazonas/2-img-1885761758-1755450160-6fab3d43aa6d4ab69d0ae788fa6e258d1755450160-50-0.webp?7205137863153193245","","Insumos para Bonés","True","","","200","OK","Protocol-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-banners-home'][1]/div/div/div[2]/div/a/div/img","Content","HTML","5172","5172"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/stores/001/720/481/themes/amazonas/2-img-316853914-1756140379-18a2f756c7b644f300d6fb652d5cbb571756140379-50-0.webp?7205137863153193245","","Entretelas para Alfaiataria ","True","","","200","OK","Protocol-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-banners-home'][1]/div/div/div[3]/div/a/div/img","Content","HTML","4488","4488"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/stores/001/720/481/themes/amazonas/img-1934853781-1627933308-585854e129e5d45dc818ec68e3aa9fdb1627933309.jpg?7205137863153193245","","Entretelas para Bordado","True","","","200","OK","Protocol-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-banners-home'][2]/div/div/div[1]/div/div[@class='textbanner-image']/img","Content","HTML","282517","282517"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/stores/001/720/481/themes/amazonas/img-260296815-1627933359-6e74acabddef03a0d1ee7927e3273e861627933360.jpg?7205137863153193245","","Insumos para Bonés","True","","","200","OK","Protocol-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-banners-home'][2]/div/div/div[2]/div/div[@class='textbanner-image']/img","Content","HTML","276297","276297"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/stores/001/720/481/themes/amazonas/img-391723470-1627933511-1e23742522559f43236d08b5f9e02aba1627933511.jpg?7205137863153193245","","Máquinas","True","","","200","OK","Protocol-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-banners-home'][2]/div/div/div[3]/div/div[@class='textbanner-image']/img","Content","HTML","286834","286834"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/assets/themes/amazonas/static/images/empty-placeholder.png","","Vídeo de ","True","","","200","OK","Protocol-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-video-home']/div/div/div[2]/div[1]/div/img","Content","HTML","81","81"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/assets/themes/amazonas/static/images/empty-placeholder.png","","visa","True","","","200","OK","Protocol-Relative","//body/footer/div[1]/div[3]/div/div/div[1]/div[@class='col-md-8']/img[1]","Footer","HTML","81","81"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/assets/themes/amazonas/static/images/empty-placeholder.png","","mastercard","True","","","200","OK","Protocol-Relative","//body/footer/div[1]/div[3]/div/div/div[1]/div[@class='col-md-8']/img[2]","Footer","HTML","81","81"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/assets/themes/amazonas/static/images/empty-placeholder.png","","amex","True","","","200","OK","Protocol-Relative","//body/footer/div[1]/div[3]/div/div/div[1]/div[@class='col-md-8']/img[3]","Footer","HTML","81","81"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/assets/themes/amazonas/static/images/empty-placeholder.png","","br_bradesco","True","","","200","OK","Protocol-Relative","//body/footer/div[1]/div[3]/div/div/div[1]/div[@class='col-md-8']/img[4]","Footer","HTML","81","81"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/assets/themes/amazonas/static/images/empty-placeholder.png","","br_elo","True","","","200","OK","Protocol-Relative","//body/footer/div[1]/div[3]/div/div/div[1]/div[@class='col-md-8']/img[5]","Footer","HTML","81","81"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/assets/themes/amazonas/static/images/empty-placeholder.png","","br_hipercard","True","","","200","OK","Protocol-Relative","//body/footer/div[1]/div[3]/div/div/div[1]/div[@class='col-md-8']/img[6]","Footer","HTML","81","81"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/assets/themes/amazonas/static/images/empty-placeholder.png","","payment-method-types_pix","True","","","200","OK","Protocol-Relative","//body/footer/div[1]/div[3]/div/div/div[1]/div[@class='col-md-8']/img[7]","Footer","HTML","81","81"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/assets/themes/amazonas/static/images/empty-placeholder.png","","api_823","True","","","200","OK","Protocol-Relative","//body/footer/div[1]/div[3]/div/div/div[2]/div[@class='col-md-8']/img[1]","Footer","HTML","81","81"
"Image","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/assets/themes/amazonas/static/images/empty-placeholder.png","","api_4190","True","","","200","OK","Protocol-Relative","//body/footer/div[1]/div[3]/div/div/div[2]/div[@class='col-md-8']/img[2]","Footer","HTML","81","81"
"CSS","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/stores/001/720/481/themes/amazonas/dart-style-colors-224559b17266be93525ad73d356609db.css","","","True","","","200","OK","Protocol-Relative","//head/link[4]","Head","HTML","0","0"
"CSS","https://lolaaviamentos.com.br/","https://acdn-us.mitiendanube.com/stores/001/720/481/themes/amazonas/dart-style-async-26c0faa5fcddffeb858c87c538f55340.css","","","True","","","200","OK","Protocol-Relative","//head/link[5]","Head","HTML","0","0"
"HTML Canonical","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/","","","True","","","200","OK","Absolute","//head/link[8]","Head","HTML","1103785","135676"
